avg_p0_staple0	avg_p0_staple1	avg_p0_staple2	avg_p0_staple3	avg_p0_staple4	avg_p0_staple5	avg_p0_staple6	avg_p0_staple7	avg_p0_staple8	avg_p0_staple9	avg_p0_staple10	avg_p0_staple11	avg_p0_staple12	avg_p0_staple13	avg_p0_staple14	avg_p0_staple15	avg_p0_staple16	avg_p0_staple17	avg_p0_staple18	avg_p0_staple19	avg_p0_staple20	avg_p0_staple21	avg_p0_staple22	avg_p0_staple23	avg_p0_staple24	avg_p0_staple25	avg_p0_staple26	avg_p0_staple27	avg_p0_staple28	avg_p0_staple29	avg_p0_staple30	avg_p0_staple31	avg_p0_staple32	avg_p0_staple33	avg_p0_staple34	avg_p0_staple35	avg_p0_staple36	avg_p0_staple37	avg_p0_staple38	avg_p0_staple39	avg_p0_staple40	avg_p0_staple41	avg_p0_staple42	avg_p0_staple43	avg_p0_staple44	avg_p0_staple45	avg_p0_staple46	avg_p0_staple47	avg_p0_staple48	avg_p0_staple49	avg_p0_staple50	avg_p0_staple51	avg_p0_staple52	avg_p0_staple53	avg_p0_staple54	avg_p0_staple55	avg_p0_staple56	avg_p0_staple57	avg_p0_staple58	avg_p0_staple59	avg_p0_staple60	avg_p0_staple61	avg_p0_staple62	avg_p0_staple63	avg_p0_staple64	avg_p0_staple65	avg_p0_staple66	avg_p0_staple67	avg_p0_staple68	avg_p0_staple69	avg_p0_staple70	avg_p0_staple71	avg_p0_staple72	avg_p0_staple73	avg_p0_staple74	avg_p0_staple75	avg_p0_staple76	avg_p0_staple77	avg_p0_staple78	avg_p0_staple79	avg_p0_staple80	avg_p0_staple81	avg_p0_staple82	avg_p0_staple83	avg_p0_staple84	avg_p0_staple85	avg_p0_staple86	avg_p0_staple87	avg_p0_staple88	avg_p0_staple89	avg_p0_staple90	avg_p0_staple91	avg_p0_staple92	avg_p0_staple93	avg_p0_staple94	avg_p0_staple95	avg_p0_staple96	avg_p0_staple97	avg_p0_staple98	avg_p0_staple99	avg_p0_staple100	avg_p0_staple101	avg_p0_staple102	avg_p0_staple103	avg_p0_staple104	avg_p0_staple105	avg_p0_staple106	avg_p0_staple107	avg_p0_staple108	avg_p0_staple109	avg_p0_staple110	avg_p0_staple111	avg_p0_staple112	avg_p0_staple113	avg_p0_staple114	avg_p0_staple115	avg_p0_staple116	avg_p0_staple117	avg_p0_staple118	avg_p0_staple119	avg_p0_staple120	avg_p0_staple121	avg_p0_staple122	avg_p0_staple123	avg_p0_staple124	avg_p0_staple125	avg_p0_staple126	avg_p0_staple127	avg_p0_staple128	avg_p0_staple129	avg_p0_staple130	avg_p0_staple131	avg_p0_staple132	avg_p0_staple133	avg_p0_staple134	avg_p0_staple135	avg_p0_staple136	avg_p0_staple137	avg_p0_staple138	avg_p0_staple139	avg_p1_staple0	avg_p1_staple1	avg_p1_staple2	avg_p1_staple3	avg_p1_staple4	avg_p1_staple5	avg_p1_staple6	avg_p1_staple7	avg_p1_staple8	avg_p1_staple9	avg_p1_staple10	avg_p1_staple11	avg_p1_staple12	avg_p1_staple13	avg_p1_staple14	avg_p1_staple15	avg_p1_staple16	avg_p1_staple17	avg_p1_staple18	avg_p1_staple19	avg_p1_staple20	avg_p1_staple21	avg_p1_staple22	avg_p1_staple23	avg_p1_staple24	avg_p1_staple25	avg_p1_staple26	avg_p1_staple27	avg_p1_staple28	avg_p1_staple29	avg_p1_staple30	avg_p1_staple31	avg_p1_staple32	avg_p1_staple33	avg_p1_staple34	avg_p1_staple35	avg_p1_staple36	avg_p1_staple37	avg_p1_staple38	avg_p1_staple39	avg_p1_staple40	avg_p1_staple41	avg_p1_staple42	avg_p1_staple43	avg_p1_staple44	avg_p1_staple45	avg_p1_staple46	avg_p1_staple47	avg_p1_staple48	avg_p1_staple49	avg_p1_staple50	avg_p1_staple51	avg_p1_staple52	avg_p1_staple53	avg_p1_staple54	avg_p1_staple55	avg_p1_staple56	avg_p1_staple57	avg_p1_staple58	avg_p1_staple59	avg_p1_staple60	avg_p1_staple61	avg_p1_staple62	avg_p1_staple63	avg_p1_staple64	avg_p1_staple65	avg_p1_staple66	avg_p1_staple67	avg_p1_staple68	avg_p1_staple69	avg_p1_staple70	avg_p1_staple71	avg_p1_staple72	avg_p1_staple73	avg_p1_staple74	avg_p1_staple75	avg_p1_staple76	avg_p1_staple77	avg_p1_staple78	avg_p1_staple79	avg_p1_staple80	avg_p1_staple81	avg_p1_staple82	avg_p1_staple83	avg_p1_staple84	avg_p1_staple85	avg_p1_staple86	avg_p1_staple87	avg_p1_staple88	avg_p1_staple89	avg_p1_staple90	avg_p1_staple91	avg_p1_staple92	avg_p1_staple93	avg_p1_staple94	avg_p1_staple95	avg_p1_staple96	avg_p1_staple97	avg_p1_staple98	avg_p1_staple99	avg_p1_staple100	avg_p1_staple101	avg_p1_staple102	avg_p1_staple103	avg_p1_staple104	avg_p1_staple105	avg_p1_staple106	avg_p1_staple107	avg_p1_staple108	avg_p1_staple109	avg_p1_staple110	avg_p1_staple111	avg_p1_staple112	avg_p1_staple113	avg_p1_staple114	avg_p1_staple115	avg_p1_staple116	avg_p1_staple117	avg_p1_staple118	avg_p1_staple119	avg_p1_staple120	avg_p1_staple121	avg_p1_staple122	avg_p1_staple123	avg_p1_staple124	avg_p1_staple125	avg_p1_staple126	avg_p1_staple127	avg_p1_staple128	avg_p1_staple129	avg_p1_staple130	avg_p1_staple131	avg_p1_staple132	avg_p1_staple133	avg_p1_staple134	avg_p1_staple135	avg_p1_staple136	avg_p1_staple137	avg_p1_staple138	avg_p1_staple139
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.005569538	0.280322682	0.194955354	0.194822942	0.186739119	0.325370156	0.081984502	0.040027637	0.021017349	0.039186031	0.030135212	0.034947937	0.085226744	0.148910732	0.066753661	0.153560823	0.179542443	0.150921875	0.097258785	0.118390033	0.133578939	0.071558305	0.083432603	0.071784397	0.023970708	0.087718525	0.018896726	0.014683879	0.023367151	0.021982434	0.020549216	0.032101334	0.119730135	0.04515588	0.064346733	0.090741616	0.08699393	0.142109521	0.161194719	0.090977778	0.037347879	0.037881965	0.094450544	0.080363121	0.077416568	0.022744457	0.027759791	0.008846254	0.016959318	0.06086557	0.01833076	0.035185445	0.047438916	0.11313343	0.12707025	0.049732154	0.028593372	0.090897509	0.138328851	0.017654558	0.033077251	0.032112724	0.0938127	0.03443833	0.064832879	0.080482898	0.093584352	0.033952169	0.094631656	0.03962381	0.093509551	0.136417815	0.086862983	0.037370042	0.054849393	0.024517362	0.092311011	0.090517971	0.088201353	0.01870076	0.070220102	0.0622702	0.029701863	0.032726691	0.026486753	0.066265179	0.069630287	0.076617921	0.030365802	0.076794232	0.139215799	0.018025452	0.124454623	0.103988051	0.104026373	0.171049114	0.043145405	0.053301889	0.02384891	0.144486642	0.028846836	0.078826828	0.133422962	0.055303959	0.02737187	0.08097284	0.018629628	0.09474031	0.083077068	0.035689511	0.144961562	0.126296999	0.059943133	0.027105702	0.022868488	0.105815109	0.099616006	0.196830573	0.164035489	0.034378196	0.052401293	0.071060342	0.071777109	0.057907557	0.127604589	0.107942085	0.058406016	0.033004433	0.041977878	0.035693265	0.03755822	0.060226936	0.104734167	0.072915549	0.127666437	0.096496481	0.027326416	0.015149201	0.08493281	0.042771859	-0.027102049	0.145514718	0.082434986	-0.019115628	0.164490722	0.039877952	0.110447177	0.019452442	0.017058026	0.015979196	0.022007228	0.020074929	0.12750796	0.198930066	0.04121652	0.069508362	0.330106968	0.059209861	0.129135177	0.072996133	0.078430114	0.036216502	0.117467574	0.036574709	0.014796826	0.095648146	0.196620928	0.02185993	0.011982551	0.013607975	0.009252777	0.077389565	0.103154343	0.043651315	0.058340607	0.081589774	0.031906703	0.006926119	0.039070975	0.022510419	0.013003746	0.131803082	0.057432426	0.186086725	0.139908745	0.017943919	0.024795705	0.021045671	0.025680596	0.016614449	0.045850225	0.020131626	0.130646447	0.131809854	0.142938434	0.0440744	0.055791159	0.012485677	0.026913535	0.010594692	0.042930026	0.023693164	0.058123539	0.066310633	0.046273187	0.011554433	0.161612571	0.102957885	0.139446312	0.069101176	0.087518543	0.02858862	0.148479263	0.025779269	0.04312936	0.118329163	0.060710403	0.066565133	0.121308048	0.052810284	0.104056843	0.085171009	0.022687956	0.006856954	0.01969372	0.014518144	0.014134779	0.125501621	0.03305951	0.060486261	0.056979567	0.267143843	0.145351346	0.227401341	0.13678824	0.094843648	0.062149104	0.062321824	0.015581446	0.038583972	0.036184862	0.033961179	0.251629565	0.069239634	-0.006073446	0.050671721	0.009928455	0.152381556	0.141297409	0.05234718	0.039004685	0.045903924	0.151279988	0.044555233	0.02095909	0.158424716	0.318234495	0.177357821	0.279355947	0.053947484	0.079569764	0.007372994	0.038478625	0.433281883	0.189856374	0.153201942	0.416517327	0.05843014	0.072901176	0.01492153	0.030856647	0.206886596	0.146836688	0.062017039	0.082357523	0.088639339	0.184265552	0.102314354	0.496590079	0.160340613
0.030265826	0.366277489	0.27590631	0.304314911	0.267792946	0.400315217	0.139421361	0.065410565	0.034596226	0.053053683	0.045901792	0.050288985	0.123365846	0.201844095	0.103411697	0.232673028	0.25190859	0.220124829	0.138218978	0.180334837	0.185099916	0.103402759	0.130470271	0.105644637	0.03630272	0.119942064	0.028778798	0.023993773	0.036640835	0.035621618	0.03092311	0.053724039	0.165748092	0.072929695	0.093824266	0.142685349	0.1304234	0.208197407	0.207146318	0.118952271	0.050357428	0.05044831	0.13056734	0.100157455	0.104225834	0.033465645	0.054474073	0.020526967	0.033969553	0.103069773	0.034423345	0.056184238	0.080228028	0.154359329	0.15348038	0.084547713	0.053623302	0.141231848	0.224285942	0.024825666	0.051688091	0.058808153	0.143073599	0.045186862	0.085717813	0.105452513	0.121171555	0.04874592	0.129654073	0.058068883	0.129037332	0.18097722	0.112497997	0.050876407	0.071527983	0.036620189	0.12669024	0.122888211	0.120056262	0.026632908	0.107984233	0.086317517	0.0511634	0.046331094	0.040483782	0.087756273	0.097858176	0.112047548	0.045977593	0.117570981	0.192917739	0.031489236	0.169435162	0.154730278	0.1553778	0.217809606	0.082644438	0.095352976	0.045084528	0.207971951	0.043110046	0.139568601	0.19101475	0.07627886	0.041875171	0.101171344	0.033188052	0.154851201	0.106330207	0.060869389	0.217409187	0.188924538	0.097139527	0.052804342	0.045096929	0.162699632	0.145044096	0.290288164	0.246526544	0.05878355	0.076521079	0.116266739	0.105451244	0.089477814	0.169306144	0.154355503	0.088891208	0.041746508	0.066032466	0.060889509	0.054385987	0.083033913	0.162216481	0.10957211	0.174258187	0.144761955	0.044364255	0.020164483	0.117404376	0.065051075	0.020555367	0.206955431	0.126764557	-0.010776479	0.223341431	0.057719537	0.158801787	0.032573702	0.028200722	0.02981465	0.034200242	0.034859348	0.185745322	0.291966899	0.077151955	0.103296785	0.419285739	0.089820717	0.205382071	0.105450423	0.110027662	0.043418972	0.17046606	0.064943312	0.020464566	0.164471802	0.355486202	0.034633032	0.017796881	0.019623209	0.021924988	0.122499445	0.124569395	0.066682167	0.089254107	0.109911052	0.053187355	0.012775475	0.051621924	0.029733635	0.023717949	0.151279959	0.093031414	0.222679815	0.203289077	0.031525641	0.052427686	0.040422164	0.040766363	0.031332713	0.054774797	0.038406634	0.152908609	0.159885331	0.191579606	0.07336218	0.077255042	0.020297566	0.044322381	0.019892269	0.072196983	0.033184215	0.078766716	0.095455826	0.05374352	0.018614076	0.208522184	0.129836833	0.177442333	0.096227697	0.10997994	0.007437826	0.205328608	0.034446731	0.055405608	0.138968751	0.080792809	0.095937491	0.165634306	0.06107921	0.148284459	0.126988477	0.038642597	0.013182346	0.024101559	0.024107121	0.021730539	0.160654547	0.030264341	0.076024398	0.086245142	0.299759604	0.165974441	0.321174297	0.189403465	0.153121356	0.091730798	0.100147392	0.028473033	0.04521626	0.055217933	0.063890389	0.337486322	0.103560142	0.005453529	0.083998217	0.016440871	0.229853231	0.176934421	0.080587216	0.071129776	0.079845691	0.220045504	0.069028518	0.029823349	0.217241666	0.406329073	0.250200905	0.374311135	0.092060314	0.116815187	0.029334885	0.063588425	0.591849208	0.234797298	0.213454693	0.541308084	0.092595298	0.113389801	0.021072933	0.048538413	0.337791356	0.202283084	0.119582938	0.134958833	0.158248125	0.259454928	0.160436189	0.565696132	0.23406677
0.066381196	0.408957233	0.327873354	0.370041549	0.314813896	0.415126936	0.190667294	0.086273621	0.044946607	0.066393505	0.056025621	0.066386122	0.159530713	0.2437488	0.127699733	0.275378267	0.301238134	0.272831062	0.177099202	0.232886221	0.227048687	0.132622175	0.166603725	0.14170643	0.048264219	0.152743973	0.039932898	0.040896945	0.047576881	0.045123818	0.043417893	0.07357762	0.201112855	0.097913129	0.124779154	0.183171512	0.165254112	0.252398737	0.230045979	0.137489831	0.056483624	0.057612661	0.158990748	0.10826955	0.128788326	0.045352996	0.078830299	0.031415682	0.053266328	0.13561643	0.043145511	0.071692949	0.107435203	0.177943075	0.167696331	0.120153988	0.08508742	0.185857349	0.26455187	0.033538037	0.066491966	0.087184911	0.170368181	0.053933692	0.094958636	0.114305672	0.148828154	0.059253341	0.141462037	0.074929529	0.144219426	0.215300524	0.130912661	0.062389116	0.084419209	0.049194735	0.140546072	0.136509617	0.142921964	0.033925777	0.13630733	0.098739917	0.05686267	0.053274042	0.047271871	0.109957586	0.118459329	0.132343589	0.056570737	0.136376945	0.221104974	0.039165349	0.195253032	0.185694737	0.191066491	0.24350693	0.109394258	0.136279835	0.052168137	0.247229655	0.049894663	0.19665227	0.226622339	0.090447172	0.048031894	0.113809279	0.042637421	0.191529174	0.122648675	0.075234332	0.26049514	0.227797876	0.125666921	0.077034133	0.060603614	0.202171743	0.175905377	0.3404057	0.298914648	0.078703603	0.092464734	0.143372885	0.136647854	0.114579242	0.22488073	0.201073662	0.108338931	0.059091752	0.085814918	0.083869544	0.073323052	0.101142548	0.207436597	0.140360066	0.207890694	0.179896987	0.054830229	0.033796027	0.149737662	0.088381232	0.063940115	0.247520985	0.155166535	-0.012460508	0.262907426	0.065077682	0.192309489	0.04531236	0.03828782	0.044513788	0.04273989	0.050835111	0.22919517	0.42737541	0.095179007	0.136072193	0.484753788	0.123520105	0.212948027	0.12472901	0.134295941	0.060468388	0.204832332	0.079333352	0.031521222	0.218521911	0.458838239	0.03947223	0.020594932	0.025496805	0.025831587	0.155379747	0.123026574	0.089560025	0.112192221	0.133130064	0.064460861	0.021476912	0.058976068	0.035190814	0.030958223	0.163267731	0.116465872	0.257437416	0.23300367	0.05158779	0.077792135	0.059302595	0.05327521	0.050232499	0.057240198	0.055661457	0.178224759	0.19181239	0.217775454	0.100357515	0.097358963	0.030220669	0.060800088	0.027128907	0.097854482	0.041024269	0.117428913	0.117463966	0.059113747	0.02676783	0.236157166	0.140745543	0.205887195	0.113547593	0.119140569	0.002913676	0.241015242	0.046492649	0.062403341	0.157584075	0.085703488	0.111012207	0.185787749	0.074052911	0.181136784	0.162256754	0.05089249	0.014437947	0.034221065	0.030410685	0.028904126	0.178231298	0.031985143	0.088037386	0.105663319	0.335866958	0.186094542	0.371934511	0.207263396	0.196165463	0.125089212	0.130427794	0.037397842	0.063659636	0.059265136	0.090391324	0.378098107	0.126868543	0.021562201	0.101931671	0.02188291	0.274801137	0.223396937	0.101994679	0.099547317	0.111152383	0.261406947	0.089271685	0.039310026	0.25804844	0.648311323	0.303061417	0.425902775	0.115940706	0.148225047	0.04481722	0.078427877	0.638712823	0.275242875	0.26974902	0.634515393	0.11057119	0.143137176	0.030606766	0.068384995	0.453263317	0.241333029	0.128899565	0.171619119	0.174881867	0.30229384	0.176295035	0.483957582	0.272517966
0.092983271	0.43731855	0.364536316	0.423520622	0.345466267	0.439919254	0.229267253	0.099761914	0.054835536	0.077612258	0.067519015	0.078464843	0.189651126	0.281480287	0.155258822	0.306960533	0.331208322	0.308812141	0.205989495	0.251982191	0.269309581	0.16060858	0.203127413	0.164944423	0.058784008	0.184670456	0.048564907	0.051325236	0.05945042	0.051170883	0.050304225	0.097304526	0.235738598	0.122601132	0.149317163	0.218376908	0.193916022	0.285303299	0.235873319	0.151485827	0.055392503	0.064731298	0.180214569	0.112344577	0.144244985	0.058326675	0.109438127	0.049360992	0.071571227	0.164295289	0.060925364	0.079863086	0.134690533	0.20674361	0.188269668	0.151602811	0.11138784	0.223847635	0.311977314	0.036940322	0.080608006	0.11387033	0.191482361	0.061742165	0.105768484	0.119099444	0.16481627	0.066293821	0.160769979	0.090464103	0.154504651	0.232992556	0.141683499	0.065704266	0.093168276	0.062213359	0.153109505	0.156279904	0.165488208	0.03548936	0.150167661	0.110023853	0.068033388	0.060936661	0.051869014	0.132585652	0.13668398	0.149971161	0.063024051	0.146173032	0.246879698	0.049394773	0.215601177	0.206687294	0.223146268	0.266778544	0.146517677	0.173334949	0.054823479	0.262678493	0.054413808	0.239438317	0.245958448	0.104661924	0.057646078	0.124934748	0.046340869	0.214148084	0.136462694	0.087475224	0.2888153	0.26269528	0.150182627	0.093518278	0.074479473	0.23592719	0.203431308	0.378409007	0.331803158	0.097990925	0.105340287	0.172471711	0.158703302	0.132775799	0.252247586	0.233167643	0.12006876	0.06810307	0.103242692	0.103799397	0.08727642	0.12263509	0.246626352	0.156585206	0.23875735	0.21024357	0.064695761	0.042830799	0.175918239	0.111993083	0.115135355	0.285212987	0.175796212	0.012600373	0.295719111	0.077575218	0.217664501	0.055046111	0.050299079	0.057464553	0.047781146	0.061688905	0.254668436	0.486082477	0.107514453	0.160129049	0.518206052	0.143097534	0.232746612	0.150850171	0.143356722	0.072563271	0.206185532	0.079436576	0.041321995	0.262803459	0.539011165	0.041312388	0.026886156	0.03075157	0.023545948	0.188922779	0.14349359	0.106802773	0.131234352	0.156749183	0.081274068	0.024931427	0.068198351	0.037863619	0.035089844	0.180183639	0.136812124	0.267243046	0.251670822	0.067934785	0.105540478	0.079668279	0.06663979	0.068257434	0.058127162	0.072624802	0.195703919	0.210903515	0.230995189	0.127823279	0.117896368	0.043137932	0.075829177	0.032526172	0.123110516	0.048575822	0.132320991	0.135773104	0.070208376	0.032292932	0.250607194	0.146748119	0.237631329	0.128593743	0.125993434	-0.006766102	0.281386833	0.054872448	0.075704918	0.15941632	0.100114258	0.128661329	0.206107828	0.086848433	0.200050886	0.181907874	0.062524642	0.016042974	0.039509127	0.037228877	0.03487329	0.195396184	0.030984753	0.096712135	0.125548838	0.392777373	0.205516392	0.40888452	0.216182233	0.225519569	0.156440034	0.16785536	0.04357833	0.077820388	0.069269492	0.12207686	0.408027183	0.14391106	0.033835664	0.11448563	0.027605171	0.307718296	0.256994927	0.124487353	0.124874961	0.135218912	0.290645803	0.105936268	0.043887515	0.290589881	0.631665068	0.333925218	0.471318954	0.133864409	0.170117972	0.035830327	0.085152938	0.620060989	0.257397085	0.251339973	0.678821958	0.124317322	0.168536806	0.03741829	0.082763806	0.524054559	0.27031074	0.125469885	0.181246078	0.191299424	0.335399013	0.206970152	0.42343399	0.294766946
0.119301761	0.471046288	0.394202258	0.458249671	0.37577536	0.446987509	0.269216702	0.114394233	0.062956339	0.089132896	0.0729828	0.087422957	0.205994414	0.3006228	0.176699483	0.334362428	0.359325364	0.341050211	0.231622412	0.274998533	0.299733754	0.183394479	0.226112055	0.190929694	0.067276549	0.198480966	0.053957495	0.063171188	0.067878072	0.060100239	0.060746469	0.117109487	0.262419941	0.149926969	0.173006394	0.255051834	0.220077316	0.31175725	0.241595412	0.162819782	0.067776737	0.068348458	0.201959382	0.118572862	0.148530696	0.068272958	0.133483265	0.07278887	0.090901682	0.188531611	0.077383537	0.093074885	0.161339811	0.225776922	0.206575224	0.179605303	0.136399862	0.258649144	0.344142048	0.043189224	0.091893977	0.136675101	0.20820648	0.068961087	0.114461083	0.129175942	0.18751911	0.07319269	0.178556688	0.099973506	0.167373579	0.252623057	0.152412438	0.074841281	0.10517893	0.075488713	0.172374937	0.175542779	0.183208988	0.042016738	0.166891966	0.114661455	0.071077884	0.065823627	0.061787183	0.14125723	0.147936457	0.166978668	0.070189958	0.164254033	0.263542428	0.054789945	0.244770735	0.226015257	0.246052592	0.286925991	0.172313956	0.211460106	0.063696541	0.297498444	0.060095097	0.27573447	0.25643941	0.114176396	0.063468094	0.129384316	0.054700815	0.223487408	0.144950037	0.098224748	0.313063521	0.287636773	0.169530455	0.114537188	0.088503154	0.262439611	0.224485053	0.409282862	0.360900651	0.115401681	0.119274572	0.19740297	0.179507022	0.150868142	0.291754515	0.260984219	0.135892838	0.08081801	0.121418582	0.120867667	0.095543184	0.139230065	0.275014313	0.17868604	0.253182621	0.235077552	0.072130272	0.051879599	0.196261439	0.125344295	0.15060992	0.317822167	0.196169724	0.029866573	0.320503485	0.084330858	0.239794562	0.065482741	0.063760174	0.071200707	0.052084858	0.070620369	0.274980138	0.473930047	0.122432382	0.188463628	0.548163295	0.162187983	0.257236692	0.160350328	0.160697695	0.067111549	0.223670805	0.092142314	0.047007413	0.29782484	0.549532937	0.050459512	0.030121816	0.037141801	0.034118658	0.219479926	0.155927335	0.127072089	0.154042655	0.178593046	0.100386602	0.030375488	0.077146289	0.043029347	0.039178725	0.185375414	0.154300637	0.284905258	0.269051645	0.085452948	0.128665921	0.10030575	0.08457488	0.089966244	0.06251385	0.085378946	0.206272432	0.235473907	0.242446502	0.157198109	0.141068103	0.055120054	0.086767385	0.033885639	0.140681274	0.053897779	0.151568035	0.149496768	0.072584841	0.038344963	0.268777115	0.154867387	0.248099122	0.146301044	0.129955268	-0.012775087	0.319792976	0.05514656	0.08166088	0.169833619	0.115469527	0.143523991	0.221928857	0.09514942	0.227450194	0.202849003	0.0734173	0.017482927	0.040351866	0.038962325	0.038423363	0.219775909	0.033083919	0.095088387	0.136667196	0.435515628	0.210003282	0.437987384	0.232228796	0.253107536	0.186696041	0.183650985	0.049298651	0.09039438	0.077660511	0.152367161	0.42497612	0.161739938	0.051179111	0.12952386	0.03072794	0.334574315	0.275559938	0.138998707	0.147538518	0.154925139	0.320343585	0.12632631	0.056637213	0.314089973	0.765173637	0.356292887	0.498467464	0.156099364	0.189454546	0.068452674	0.114077366	0.663053679	0.297797046	0.259221003	0.701166082	0.147240119	0.186542768	0.044317619	0.100782855	0.548267514	0.297578984	0.170685562	0.197332828	0.220692458	0.359958542	0.225343082	0.446466101	0.309097274
0.16148614	0.502119384	0.422463802	0.491273648	0.405098818	0.457646097	0.302839529	0.125455462	0.069674845	0.099903145	0.082687396	0.095568185	0.2242305	0.31729545	0.187368578	0.357053283	0.383681775	0.363496137	0.250664651	0.295253561	0.317231942	0.188955744	0.248236325	0.204409022	0.074949608	0.218039857	0.058212844	0.067973964	0.077713943	0.06800141	0.066434629	0.141144099	0.291882431	0.17474321	0.197306031	0.292821512	0.244871564	0.331928558	0.27148757	0.188280677	0.08486534	0.079872956	0.22702911	0.121596184	0.164761856	0.084226051	0.160823726	0.105107467	0.106472327	0.206995146	0.081626666	0.110466817	0.188452041	0.246969479	0.21848962	0.205733268	0.158759815	0.295101333	0.375038173	0.044919798	0.10487393	0.159034917	0.22814589	0.077633767	0.130320637	0.137805902	0.202640839	0.083894619	0.211016973	0.114029916	0.179367597	0.266978426	0.16478053	0.082470645	0.113745658	0.080721739	0.18221214	0.189531778	0.200986856	0.04499772	0.183292863	0.129008404	0.081487243	0.068544824	0.070102072	0.157274138	0.16297192	0.177093114	0.069955873	0.180791294	0.272436444	0.058507309	0.260130773	0.241847967	0.275591192	0.314354976	0.198869324	0.236354874	0.074853197	0.327750452	0.070316324	0.313065967	0.270001457	0.122306456	0.074009059	0.138757885	0.061936376	0.240226832	0.160791477	0.117542439	0.337766715	0.310718439	0.193223892	0.132835371	0.103509899	0.285951347	0.245449569	0.43916269	0.386087959	0.127623799	0.131336758	0.203840075	0.188089426	0.15680707	0.304293314	0.269655625	0.144596109	0.082862285	0.135107739	0.137969759	0.105848386	0.152818004	0.299671832	0.187007556	0.269448959	0.236033918	0.081663372	0.049654359	0.214430399	0.141343402	0.187877591	0.343701561	0.22061988	0.056053415	0.343088652	0.102085839	0.257258812	0.077025658	0.076982329	0.083931752	0.056027871	0.08182411	0.291337138	0.540983715	0.150389183	0.209623976	0.569357424	0.177861212	0.283378457	0.171023929	0.198546229	0.100070282	0.23737377	0.108927326	0.057974503	0.328835815	0.567374159	0.058287209	0.030602612	0.041124154	0.035371597	0.247578442	0.176128219	0.148868296	0.170863005	0.200867361	0.119005083	0.036037634	0.084187943	0.050987038	0.042066025	0.197965238	0.167076676	0.306039519	0.286977471	0.103620115	0.153154871	0.121479033	0.100267494	0.112124311	0.063004371	0.102407333	0.221819119	0.25115156	0.255049897	0.183911785	0.167548387	0.070476261	0.103102459	0.038651241	0.159201869	0.065135123	0.170381394	0.16166519	0.076482317	0.044599933	0.280895866	0.16457806	0.260035459	0.154731742	0.133820391	-0.009508097	0.351839194	0.062650776	0.090233139	0.173563265	0.127141171	0.153369306	0.236521845	0.101343888	0.245641749	0.219291633	0.087749479	0.020012417	0.046343468	0.042252848	0.042415264	0.238207023	0.033984054	0.106482962	0.149963941	0.452108724	0.218557498	0.46753255	0.248750596	0.278589527	0.21694432	0.221947598	0.054101599	0.098612418	0.084074741	0.179750774	0.436882372	0.167803507	0.067276387	0.143251267	0.033689429	0.353988096	0.296233151	0.158450381	0.170229161	0.174098917	0.342155575	0.140356089	0.069467708	0.332236814	0.673935971	0.381740914	0.517042828	0.170143221	0.202571677	0.080220599	0.12935823	0.710675266	0.313488287	0.329261239	0.753720681	0.170794618	0.204310804	0.049549017	0.112350337	0.581705695	0.313403995	0.178719864	0.225559994	0.249441906	0.381082638	0.254610017	0.485963465	0.339337009
